,gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate,convergence_epochs,convergence_circuit_counts,convergence_avg_sparsities,convergence_total_circuits,convergence_train_losses,convergence_val_losses
0,XOR,1,3,0,[15],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [26], [26], [22], [22], [25], [15], [15], [15], [15], [15]]","[[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.1794871794871795)], [np.float64(0.1794871794871795)], [np.float64(0.1742424242424242)], [np.float64(0.1742424242424242)], [np.float64(0.1733333333333333)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 26, 22, 22, 25, 15, 15, 15, 15, 15]","[np.float64(0.4491502918303013), np.float64(0.37141463682055476), np.float64(0.30630632787942885), np.float64(0.25902285389602187), np.float64(0.23069803975522518), np.float64(0.21613695695996285), np.float64(0.2020081240683794), np.float64(0.18086499460041522), np.float64(0.1699518121778965), np.float64(0.1634620413184166), np.float64(0.1599049696698785), np.float64(0.15753909163177013), np.float64(0.15537184700369835), np.float64(0.15315447505563498), np.float64(0.15066057685762643), np.float64(0.14772117286920547), np.float64(0.14437773991376163), np.float64(0.1404088342562318), np.float64(0.1358088206499815), np.float64(0.13021318167448043), np.float64(0.11969895623624324), np.float64(0.10782385151833296), np.float64(0.09495613258332014), np.float64(0.0806628430262208), np.float64(0.06518251178786158), np.float64(0.04919791920110583), np.float64(0.03365822811610997), np.float64(0.020441057439893485), np.float64(0.011297890974674374), np.float64(0.006671669543720782)]","[0.403551310300827, 0.3353269100189209, 0.28309914469718933, 0.24851365387439728, 0.23106861114501953, 0.21983881294727325, 0.20119011402130127, 0.18723398447036743, 0.1794261932373047, 0.17476709187030792, 0.17211996018886566, 0.16986890137195587, 0.16765011847019196, 0.1651696115732193, 0.1622311919927597, 0.1589086502790451, 0.15495100617408752, 0.1503922939300537, 0.1451859176158905, 0.13670197129249573, 0.12423200905323029, 0.1111404225230217, 0.09634298086166382, 0.0801100805401802, 0.06273765861988068, 0.04513014853000641, 0.029148638248443604, 0.01643509976565838, 0.009335124865174294, 0.005697381682693958]"
1,XOR,1,3,1,[102],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [20], [20], [34], [61], [63], [72], [78], [95], [97], [103], [103], [103], [102]]","[[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.1833333333333333)], [np.float64(0.1833333333333333)], [np.float64(0.18137254901960786)], [np.float64(0.19125683060109283)], [np.float64(0.1957671957671957)], [np.float64(0.19212962962962965)], [np.float64(0.19017094017094013)], [np.float64(0.1877192982456141)], [np.float64(0.1872852233676976)], [np.float64(0.1860841423948221)], [np.float64(0.1860841423948221)], [np.float64(0.1860841423948221)], [np.float64(0.18627450980392163)]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 20, 34, 61, 63, 72, 78, 95, 97, 103, 103, 103, 102]","[np.float64(0.9682934433221817), np.float64(0.8305016964673996), np.float64(0.7221395984292031), np.float64(0.6335508473217487), np.float64(0.5583520472049713), np.float64(0.4763836354017258), np.float64(0.37953666374087336), np.float64(0.30642455369234084), np.float64(0.2624435741454363), np.float64(0.24190994612872602), np.float64(0.23005139790475368), np.float64(0.21842148676514625), np.float64(0.20877602323889732), np.float64(0.20050584077835082), np.float64(0.19227715469896794), np.float64(0.1839766815304756), np.float64(0.17553452178835868), np.float64(0.1668470971286297), np.float64(0.15679104626178741), np.float64(0.1461518382653594), np.float64(0.1360559154301882), np.float64(0.1254585748538375), np.float64(0.11062380336225033), np.float64(0.09353227484971285), np.float64(0.07433081865310669), np.float64(0.054566085897386075), np.float64(0.03627481614239514), np.float64(0.02150380117818713), np.float64(0.011310026864521205), np.float64(0.0052885910554323345)]","[0.8743317723274231, 0.7554487586021423, 0.6593505144119263, 0.5794858336448669, 0.5082560777664185, 0.4150470793247223, 0.3296932876110077, 0.27257949113845825, 0.24416399002075195, 0.23146472871303558, 0.22093696892261505, 0.21061812341213226, 0.2030278444290161, 0.19581711292266846, 0.18850332498550415, 0.18093463778495789, 0.1731073409318924, 0.1644778698682785, 0.15444675087928772, 0.14455769956111908, 0.1348128616809845, 0.12261927127838135, 0.10634640604257584, 0.08762693405151367, 0.06722735613584518, 0.047077078372240067, 0.02950247935950756, 0.016523748636245728, 0.008107068948447704, 0.003567740321159363]"
2,XOR,1,3,2,[85],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [40], [85], [85], [85], [85], [40], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [85], [85], [85], [85], [85], [85], [85], [85], [85], [85], [85], [85]]","[[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.19999999999999998)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.19999999999999998)], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)], [np.float64(0.18823529411764703)]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 85, 85, 85, 85, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85, 85]","[np.float64(0.5528366521000863), np.float64(0.49124118536710737), np.float64(0.43854147642850877), np.float64(0.38951284289360044), np.float64(0.3439199835062027), np.float64(0.30448120050132277), np.float64(0.27532318234443665), np.float64(0.2583340682089329), np.float64(0.2508263040333986), np.float64(0.246892286837101), np.float64(0.24384566769003868), np.float64(0.2404796689748764), np.float64(0.23675599545240403), np.float64(0.23255569860339165), np.float64(0.22796596884727477), np.float64(0.22290929704904555), np.float64(0.2172722540795803), np.float64(0.21116889528930188), np.float64(0.20460159629583358), np.float64(0.1975124217569828), np.float64(0.18995528109371662), np.float64(0.182100472971797), np.float64(0.1739149808883667), np.float64(0.16548974327743055), np.float64(0.15681175626814364), np.float64(0.14783965609967709), np.float64(0.13839272167533637), np.float64(0.128403096832335), np.float64(0.11773314643651248), np.float64(0.10636720471084118), np.float64(0.09429065901786089), np.float64(0.08170392028987408), np.float64(0.06888290047645569), np.float64(0.057161903474479914), np.float64(0.046943312883377074), np.float64(0.037744229473173616), np.float64(0.02965032383799553), np.float64(0.0227182406000793), np.float64(0.016989535256288945), np.float64(0.012358116963878275), np.float64(0.008769771247170866)]","[0.5340564250946045, 0.4767186641693115, 0.424694687128067, 0.37540820240974426, 0.33022910356521606, 0.2931051254272461, 0.2682742774486542, 0.2550725042819977, 0.2488255500793457, 0.24541865289211273, 0.24193163216114044, 0.2385977953672409, 0.23451435565948486, 0.23025040328502655, 0.22549059987068176, 0.2203272581100464, 0.21450893580913544, 0.20827971398830414, 0.20146504044532776, 0.19434428215026855, 0.18676099181175232, 0.17886315286159515, 0.17067262530326843, 0.16222283244132996, 0.15335844457149506, 0.14418117702007294, 0.13449251651763916, 0.12406869232654572, 0.11294379085302353, 0.10120373964309692, 0.0887349396944046, 0.07573418319225311, 0.06294148415327072, 0.05212388560175896, 0.04233289882540703, 0.033686619251966476, 0.026043280959129333, 0.01972091570496559, 0.014466955326497555, 0.010443891398608685, 0.007294964976608753]"
3,XOR,1,3,3,[114],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [37], [81], [89], [50], [21], [21], [21], [45], [77], [75], [75], [73], [73], [73], [73], [71], [105], [119], [115], [115], [114]]","[[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.20270270270270271)], [np.float64(0.18724279835390945)], [np.float64(0.19288389513108617)], [np.float64(0.18999999999999997)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.19259259259259254)], [np.float64(0.1818181818181818)], [np.float64(0.1822222222222222)], [np.float64(0.1822222222222222)], [np.float64(0.18264840182648404)], [np.float64(0.18264840182648404)], [np.float64(0.18264840182648404)], [np.float64(0.18264840182648404)], [np.float64(0.1877934272300469)], [np.float64(0.18888888888888888)], [np.float64(0.1862745098039216)], [np.float64(0.18695652173913044)], [np.float64(0.18695652173913044)], [np.float64(0.1871345029239766)]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 81, 89, 50, 21, 21, 21, 45, 77, 75, 75, 73, 73, 73, 73, 71, 105, 119, 115, 115, 114]","[np.float64(0.947366826236248), np.float64(0.7129413336515427), np.float64(0.5619975842535496), np.float64(0.4605433188378811), np.float64(0.38397927582263947), np.float64(0.32208351790905), np.float64(0.27005264312028887), np.float64(0.2372862569987774), np.float64(0.21258682757616043), np.float64(0.1910745058208704), np.float64(0.1716444417834282), np.float64(0.15381210185587407), np.float64(0.13829942755401134), np.float64(0.1249086819589138), np.float64(0.1133408647030592), np.float64(0.10323248822242022), np.float64(0.09400840755552053), np.float64(0.08547163838520647), np.float64(0.07726242169737815), np.float64(0.06924270763993264), np.float64(0.06141872061416507), np.float64(0.053714915085583924), np.float64(0.04632202032953501), np.float64(0.03942589676007628), np.float64(0.03303345502354205), np.float64(0.027193195512518288), np.float64(0.021932159760035576), np.float64(0.017361561208963393), np.float64(0.013430127245374023), np.float64(0.010160871536936612), np.float64(0.007536551356315613)]","[0.8501724600791931, 0.6634379625320435, 0.5385114550590515, 0.44597816467285156, 0.3763929009437561, 0.3099086880683899, 0.26742011308670044, 0.23885861039161682, 0.2155187875032425, 0.1961282640695572, 0.17769034206867218, 0.16225291788578033, 0.14860385656356812, 0.13657215237617493, 0.12578418850898743, 0.11574526131153107, 0.1061786636710167, 0.09662599861621857, 0.08714454621076584, 0.07805689424276352, 0.068689726293087, 0.05949683114886284, 0.05104658752679825, 0.04322539642453194, 0.035917770117521286, 0.029112551361322403, 0.023328470066189766, 0.0181420911103487, 0.013933193869888783, 0.010412652045488358, 0.007644472178071737]"
4,XOR,1,3,4,[52],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[[0], [0], [0], [37], [49], [56], [60], [58], [61], [58], [58], [54], [54], [53], [53], [53], [54], [54], [52]]","[[0.0], [0.0], [0.0], [np.float64(0.1891891891891892)], [np.float64(0.19387755102040813)], [np.float64(0.19047619047619047)], [np.float64(0.18888888888888883)], [np.float64(0.18965517241379307)], [np.float64(0.18852459016393436)], [np.float64(0.18965517241379307)], [np.float64(0.18965517241379307)], [np.float64(0.19135802469135793)], [np.float64(0.19135802469135793)], [np.float64(0.1918238993710691)], [np.float64(0.1918238993710691)], [np.float64(0.1918238993710691)], [np.float64(0.19135802469135793)], [np.float64(0.19135802469135793)], [np.float64(0.19230769230769224)]]","[0, 0, 0, 37, 49, 56, 60, 58, 61, 58, 58, 54, 54, 53, 53, 53, 54, 54, 52]","[np.float64(0.25357820875942705), np.float64(0.24724982716143132), np.float64(0.24325017146766187), np.float64(0.23633199967443944), np.float64(0.22670247741043567), np.float64(0.21370067596435546), np.float64(0.19754502177238464), np.float64(0.1791132666170597), np.float64(0.1588310208171606), np.float64(0.1373048923909664), np.float64(0.1154905816540122), np.float64(0.09446714129298925), np.float64(0.07480574194341898), np.float64(0.05718102194368839), np.float64(0.042290289886295795), np.float64(0.03033275785855949), np.float64(0.02114268708974123), np.float64(0.014403708116151392), np.float64(0.009653658117167651)]","[0.2479114979505539, 0.24397020041942596, 0.2383391112089157, 0.22918637096881866, 0.21793007850646973, 0.20308943092823029, 0.18581505119800568, 0.1663718819618225, 0.14536724984645844, 0.12337296456098557, 0.10190271586179733, 0.081192247569561, 0.06263076514005661, 0.04643974080681801, 0.03320327401161194, 0.02297239564359188, 0.015480220317840576, 0.01022996474057436, 0.006676985416561365]"
5,XOR,1,3,5,[26],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [48], [52], [52], [52], [52], [32], [28], [26]]","[[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.17708333333333334)], [np.float64(0.17948717948717943)], [np.float64(0.17948717948717943)], [np.float64(0.17948717948717943)], [np.float64(0.17948717948717943)], [np.float64(0.17708333333333331)], [np.float64(0.1785714285714286)], [np.float64(0.1794871794871795)]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 52, 52, 52, 52, 32, 28, 26]","[np.float64(0.25056170113384724), np.float64(0.24258289188146592), np.float64(0.23324684649705887), np.float64(0.22176303751766682), np.float64(0.20877385698258877), np.float64(0.19525730460882187), np.float64(0.1840881459414959), np.float64(0.17628362216055393), np.float64(0.1707162145525217), np.float64(0.167041439935565), np.float64(0.1648102793842554), np.float64(0.16288876980543138), np.float64(0.16068180743604898), np.float64(0.1576924931257963), np.float64(0.15336299389600755), np.float64(0.14721097182482482), np.float64(0.13902874048799277), np.float64(0.12878668308258057), np.float64(0.11661508847028017), np.float64(0.10281145218759775), np.float64(0.08497762493789196), np.float64(0.06418883856385946), np.float64(0.044570282893255354), np.float64(0.02770535573363304), np.float64(0.015125735034234821), np.float64(0.007080652168951929)]","[0.24318383634090424, 0.2339586764574051, 0.22238801419734955, 0.208218052983284, 0.19265539944171906, 0.1779039353132248, 0.16756360232830048, 0.15985539555549622, 0.15441687405109406, 0.15083840489387512, 0.1486748605966568, 0.14683036506175995, 0.14422467350959778, 0.14057384431362152, 0.1357758343219757, 0.12921589612960815, 0.1209367886185646, 0.11061806976795197, 0.09876874834299088, 0.08557084202766418, 0.06625556200742722, 0.04789494723081589, 0.031142372637987137, 0.018069429323077202, 0.00906891655176878, 0.003931032959371805]"
6,XOR,1,3,6,[10],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [0], [20], [21], [30], [34], [21], [21], [21], [21], [18], [10], [10], [10], [10]]","[[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.17499999999999996)], [np.float64(0.17460317460317457)], [np.float64(0.17222222222222225)], [np.float64(0.17156862745098042)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666663)], [np.float64(0.16666666666666669)], [np.float64(0.16666666666666669)], [np.float64(0.16666666666666669)], [np.float64(0.16666666666666669)]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 21, 30, 34, 21, 21, 21, 21, 18, 10, 10, 10, 10]","[np.float64(0.35292112454771996), np.float64(0.30304800644516944), np.float64(0.26962984129786494), np.float64(0.25653403885662557), np.float64(0.24761272668838502), np.float64(0.23908276818692684), np.float64(0.23088698796927928), np.float64(0.22360428087413312), np.float64(0.2165599126368761), np.float64(0.20887614376842975), np.float64(0.20028079226613044), np.float64(0.19036276303231717), np.float64(0.17862652130424977), np.float64(0.1642892077565193), np.float64(0.14662205185741187), np.float64(0.12482947297394276), np.float64(0.10086507890373468), np.float64(0.08240885343402624), np.float64(0.06832408355548977), np.float64(0.05697274301201105), np.float64(0.047383145149797204), np.float64(0.03877267586067319), np.float64(0.03126468416303396), np.float64(0.0249000808224082), np.float64(0.019691525725647807), np.float64(0.01549503298010677), np.float64(0.012177207530476153), np.float64(0.009571293892804533)]","[0.36208638548851013, 0.2899130582809448, 0.2574020028114319, 0.24692402780056, 0.24036486446857452, 0.23522186279296875, 0.22994618117809296, 0.22342076897621155, 0.21850693225860596, 0.2127157747745514, 0.2036334127187729, 0.19633245468139648, 0.1838245838880539, 0.16765740513801575, 0.14815695583820343, 0.1218576431274414, 0.10073020309209824, 0.08434825390577316, 0.07075722515583038, 0.058752622455358505, 0.04776693135499954, 0.03802685812115669, 0.02970326505601406, 0.02307193912565708, 0.01771148294210434, 0.013681592419743538, 0.010577300563454628, 0.008180934935808182]"
7,XOR,1,3,8,[34],0.01,0.001,2,,0.0,0.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[[0], [0], [0], [0], [0], [0], [0], [0], [0], [14], [30], [30], [30], [30], [30], [30], [30], [36], [36], [34], [34]]","[[0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [0.0], [np.float64(0.16666666666666666)], [np.float64(0.17777777777777784)], [np.float64(0.17777777777777784)], [np.float64(0.17777777777777784)], [np.float64(0.17777777777777784)], [np.float64(0.17777777777777784)], [np.float64(0.17777777777777784)], [np.float64(0.17777777777777784)], [np.float64(0.17592592592592593)], [np.float64(0.17592592592592593)], [np.float64(0.17647058823529413)], [np.float64(0.17647058823529413)]]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 30, 30, 30, 30, 30, 30, 30, 36, 36, 34, 34]","[np.float64(0.27038278691470624), np.float64(0.2601560026407242), np.float64(0.25352475307881833), np.float64(0.2509052731096745), np.float64(0.25033947452902794), np.float64(0.24966508485376834), np.float64(0.24889927171170712), np.float64(0.2477295335382223), np.float64(0.245785965770483), np.float64(0.23770684823393823), np.float64(0.2234010498970747), np.float64(0.20181469507515432), np.float64(0.17507536374032498), np.float64(0.1491828415542841), np.float64(0.12544845640659333), np.float64(0.10405530650168657), np.float64(0.08473531473428011), np.float64(0.05412504430860281), np.float64(0.026743417745456098), np.float64(0.014066103124059736), np.float64(0.006516531063243747)]","[0.2400483638048172, 0.23848800361156464, 0.24103255569934845, 0.2441737949848175, 0.24504850804805756, 0.2450522929430008, 0.24375271797180176, 0.24331457912921906, 0.24064421653747559, 0.23059462010860443, 0.21493403613567352, 0.19227483868598938, 0.17022433876991272, 0.1474236100912094, 0.12465031445026398, 0.10345349460840225, 0.08061017096042633, 0.03883029893040657, 0.022475751116871834, 0.011293716728687286, 0.004684033803641796]"
